timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1763232189500,1060,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-9,text,true,,3631,0,6,6,https://dev-finance.netlify.app/#,0,0,0
1763232190188,483,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-6,text,true,,6186,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232190413,427,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-7,text,true,,5456,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232190509,406,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-8,text,true,,4726,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232190560,400,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-9,text,true,,3996,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232190672,379,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-6,text,true,,6555,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232190840,402,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-7,text,true,,5821,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232190915,394,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-8,text,true,,5091,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232190960,396,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-9,text,true,,4361,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232190538,852,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-10,text,true,,3631,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232191052,395,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-6,text,true,,6920,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232191243,428,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-7,text,true,,6186,0,4,4,https://dev-finance.netlify.app/#,0,0,0
1763232191309,409,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-8,text,true,,5456,0,4,4,https://dev-finance.netlify.app/#,0,0,0
1763232191356,401,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-9,text,true,,4726,0,4,4,https://dev-finance.netlify.app/#,0,0,0
1763232191391,435,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-10,text,true,,3996,0,4,4,https://dev-finance.netlify.app/#,0,0,0
1763232191671,438,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-7,text,true,,6555,0,4,4,https://dev-finance.netlify.app/#,0,0,0
1763232191718,414,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-8,text,true,,5821,0,4,4,https://dev-finance.netlify.app/#,0,0,0
1763232191757,410,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-9,text,true,,5091,0,4,4,https://dev-finance.netlify.app/#,0,0,0
